Likert Scale,Count Negative,Numerical Responses - Text,Quota Carrying Role - Yes/No Question View Filter Only,Quota Carrying Role,WFH Prior to Current Situation,Number of Records,WFH Prior to Current Situation - Question View Filter Only,Response (group),Emp Hash,Other,Question,Question Text,Question Type,Region,Numeric Response Value,Numeric Responses Text,Response
2,1,slightly worse than usual,,No or don't know,1 day a week,1,,2,19bcf18a7f19ecf92d5102420cf4331b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,1a530c1784d931494cc96f5aa8e7013a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,3 days a week,1,,3,1a903e11f35489c13e710ccbe29edbfd,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,1aa8523e82ee764f7227b123caa5667d,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,"Always, I am Ohana@Home",1,,1,1b6fecb457fb55e6b3e10e7cba5c6803,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,1bfb08c721a7bc2e0415a3f4dfbe11e0,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,1c1f6d08c09ad2c7b2f385eb7afc3ac8,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,1c9ff85ec8e2e90812fb2741b455b285,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
2,1,slightly worse than usual,,No or don't know,"Always, I am Ohana@Home",1,,2,1dec40ef5f192f616746a052d24c2858,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,5 days a week,1,,3,1fc8566f97a9456efe9d3264949a1cd6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,20eff5d9d89fbb2a4be430a087ca4658,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,21db665c1b5ece1f361ea2701c52d292,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,2222aca68ca664c725d6829dfd0be92a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,2238c637a933005b6a2154868e560f5e,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
5,0,better than usual,,No or don't know,Never/0 days a week,1,,5,22567468cd8a81311748e1dc92660515,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,2301f66e4a2ecbb984f7998e1ddbedaa,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,Yes,Never/0 days a week,1,,4,23a9d3c98ed00a88429d2e3c00a88be6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,23b2c05d4c73dd28d3e8f8770faf9482,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,25ce261872cd7cebcbc97dd6942fb6eb,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,25db98a606670e9688507e23e87f04eb,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,2727da901862a819dd19bd8e4de028ea,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
4,0,slightly better than usual,,Yes,Never/0 days a week,1,,4,287bc0273e9e0610273abca33adbe535,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,28e3bed162f123fc16f3084bbe61d98c,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,1 day a week,1,,2,28f9625d938deaf4e134d7aaa34ad52e,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,Yes,1 day a week,1,,3,292e1efb869265bdfdfde155a756e3b5,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
5,0,better than usual,,No or don't know,Never/0 days a week,1,,5,29ed19e2a47a27192a241e8aa66fc230,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,2a2d9214dbfb76e783ad7a5e0dc4cd0a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,2a97182ad08a9733cc826c116288d674,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,2aa175a21d1d31e93301e5ad4e9ba372,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,2ab14cc3169aa1cd397602f1f65a012b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,2ad3f54d68eab8f8d73dbbf1e7ba8bee,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,2b984fa0c59ad91f5c902a60f7520eca,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,2cae564197b310e85a6d549e2d5e9dd7,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,3 days a week,1,,3,2d20d915431c3df2a871f59ae454b926,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,2d9fd0beed0e2dcf25ce0568c114703e,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,Yes,"Always, I am Ohana@Home",1,,1,2fd5d7af1bcef4659fa41538feab9bbe,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,300d8630e46812e8b35976a6560baa92,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,Yes,"Always, I am Ohana@Home",1,,2,30abe20ae8c203a498283ec0ca1b2c14,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,2 days a week,1,,3,32a4877e7f40f8764a7b052861fb22cf,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,3388dd2dddd8b1b0bc54aa096c33e656,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,338f49a697f327e0e7321d0a1c6e7526,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,"Always, I am Ohana@Home",1,,2,33a503a27d04f77a1dcf2b704b7488a2,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,Yes,"Always, I am Ohana@Home",1,,3,341ec9b77095d526df69cf1d2509c8bc,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,35c4b6cf9566ae5dbf29b5bd2b263ba7,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,1 day a week,1,,2,368f9cf4b55b6a921c06070e52fe9923,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,384617cfc2f392196aae1b976ef42f62,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,1 day a week,1,,3,3988e544c60268259b326bf26c55e083,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,39c3b27d02cdef4484060bc2778c7bcf,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,39d6b237251927cb40b4b78369f818bc,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
,0,,,No or don't know,1 day a week,1,,,3a436c00832d4e64349b9e4ac091918f,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,,,
5,0,better than usual,,No or don't know,1 day a week,1,,5,3b1411adde7f4a5dc28fc71a909f26b6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
5,0,better than usual,,Yes,1 day a week,1,,5,3b2ab0992019633e9ed2136a2d8c5e92,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
2,1,slightly worse than usual,,Yes,1 day a week,1,,2,3ba22472e44f7f2983382a0af8a57041,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,3be6318081c536cd256844136fec77eb,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,3e350e568f99ab7c8cd5597280afa8f0,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,2 days a week,1,,3,3ea22f66dd0f56432277ac1e1e635bbc,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,3eb2c441b8c49b318845e4ba7a155241,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,3f76d5ae344db2c3550875277da7786c,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,4090d11917e496554ae0cf8206982667,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,40beb5da24960c4ac66f9c8896792927,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,4168d57008d2a7f87e75f2ae191fe099,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,41ec6c244c71e0588e2f086b4c4d705c,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,42007ca908cac2ff5637bbea97472ae4,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,424aa6f82605ebbae3e8062bed99ce3c,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,425ba29ab2a548d184d34c83d7fee2bc,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
,0,,,No or don't know,,1,,,429a154907281a2769b48ddf455a62b5,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,,,
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,433144c82768f29248ab8854fc246965,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,Yes,1 day a week,1,,3,434e0b12b9d2c70948330944c1e90dc2,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,"Always, I am Ohana@Home",1,,2,435b4a9173b7abaffc120e946ba08aac,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,437debaada0bc8e450a4adbdc76d5f58,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,444ca313aa6ac08ebddceeddabd1651a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,"Always, I am Ohana@Home",1,,2,45413c4d9edd1637f470dbcc5aa52c9e,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,456679bb31bf9a074b52f7bda6d07033,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
5,0,better than usual,,Yes,"Always, I am Ohana@Home",1,,5,4586e4e892d029ecbea8a87fc76b91ad,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,4588381a7685f481a519ae31ca64b202,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,4678cba43107b23af9dd0ab00eb4ad4b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,46dad99aea6ba6dfaff40b60e3398784,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,4721f35067f48227842d6a7d1c6a6f15,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,475ee730b5d6a13c23ed73a4be726d6c,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,Yes,3 days a week,1,,1,4798738374bf12acb9022c1f44984796,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,47b0c21477498d597616d06adb57d1ab,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,47d876582d521ca307b12318ea69fe58,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,48efe5a09e3db62797f2bc3f28ccf9c7,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,48fe6b6b6428a1ac8b22cd5f35a47cff,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,4925a312823544a567a8bbc38e3debc6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,4a7bda3a65d9d85e8414befc29b2e1a7,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,4b90656169dd7cb9f57ee708fdcf1238,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,4c3838d72a17fe6a4af4d36f0e15b9a6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
4,0,slightly better than usual,,Yes,1 day a week,1,,4,4c9f3e9407be1f7fdbde8859a5a39667,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
5,0,better than usual,,No or don't know,Never/0 days a week,1,,5,4cb8649cffa0ae8f4659fe5795049fb8,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,4ce1752bd86f2bedd864989fa6693120,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,4d2c95701b66d25e56f74abfd0ffee1f,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,4d3b26fe09e99f81102aec5288b475de,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,1 day a week,1,,2,4d968a36fd4d02624aeacd270d1fae24,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
4,0,slightly better than usual,,No or don't know,1 day a week,1,,4,4dded3056bc1373d5e1f5e9057f4ca45,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,4de662e79deb80eb870fc99c4e7e9c2d,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
4,0,slightly better than usual,,Yes,Never/0 days a week,1,,4,4ea9599cd635de7604a1535d1a219fba,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,4fd7d78626acd4dd77b80ddb343a34d6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,502e6db82f40ef2ba8a4a79ba49f576d,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,503be5070721d09550639d7e9b5237f2,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,50e13f8891fbeeecd7a0aa2d33b99a35,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,51f56d69feea50e862704e8733e92259,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,No or don't know,5 days a week,1,,4,53a2d46067fef2d19f2a8a1bea177e51,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,Yes,Never/0 days a week,1,,3,54bc89ab9fabac804598de0bc7800ac5,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
4,0,slightly better than usual,,Yes,Never/0 days a week,1,,4,54c8c4ea51bed5171b7a6906bf582f3b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,55217ed8f98ffb2416de2f340010bca9,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,5756b024b1bf6be49a93b9d1a6bd8f9b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,Yes,"Always, I am Ohana@Home",1,,2,576cf04b6a3948ade46882ab6a6cddf4,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,57a45bbebc1863360d142fefb4a2f58b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,57abf2366e0e5e65bd5ae779fcaac79b,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
5,0,better than usual,,No or don't know,Never/0 days a week,1,,5,585c3ae2da2a0e826403ae36b5789edb,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,58cf45926a84f3ffd212fd9f3b2ea543,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,58eed5de6f25e86b9b49326ae7ae90c6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
4,0,slightly better than usual,,Yes,1 day a week,1,,4,58fdc2d014ea7eb8777756a62fa11c52,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,59068629e010f3e506ab933f8b102e82,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,Yes,1 day a week,1,,3,59f3c7329f9a98bfb7cabc69e32f7efb,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
3,0.5,about the same as usual,,Yes,"Always, I am Ohana@Home",1,,3,59f936855682bdc2bec00e9ff085e431,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,5a4aac1485841023d40627b82c469b76,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,5a64690dfd02c7b973c7f37b2fd1215d,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,5acc0affcb31feab0a6d1287c4815ca8,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
3,0.5,about the same as usual,,No or don't know,1 day a week,1,,3,5ad65d682e6f7d7a0fd894b95b7cd67a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
1,1,worse than usual,,No or don't know,1 day a week,1,,1,5b172fa3dbfa3daf84c50d5aad186bb4,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
4,0,slightly better than usual,,No or don't know,Never/0 days a week,1,,4,5bcfbab9c66310f37cd910b60783d517,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,4,slightly better than usual,4 = slightly better than usual
3,0.5,about the same as usual,,Yes,5 days a week,1,,3,5bfb4ddd3371f466d84e0daa1905df22,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,No or don't know,1 day a week,1,,2,5ce64e8b8c40273b7ce2bfdcea412ecf,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,5d5c9eece87760d08b3905e62bf95a93,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
2,1,slightly worse than usual,,No or don't know,Never/0 days a week,1,,2,5e0a262a10bef4b7e43f093441d8671a,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
1,1,worse than usual,,No or don't know,Never/0 days a week,1,,1,5e40f9192c58f294d71b6ae6acf68ebc,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,1,worse than usual,1 = worse than usual
2,1,slightly worse than usual,,Yes,Never/0 days a week,1,,2,5ef53bef98fe7f8d7daeff7e06c77e8d,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
5,0,better than usual,,Yes,Never/0 days a week,1,,5,5f6472751c85e1e89a7d51ff48354f87,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,5,better than usual,5 = better than usual
2,1,slightly worse than usual,,Yes,3 days a week,1,,2,5fad46adeb6a1dea25e43d239eccf972,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
3,0.5,about the same as usual,,No or don't know,Never/0 days a week,1,,3,6081e8c2765d16a04268475df73c41cf,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,3,about the same as usual,3 = about the same as usual
2,1,slightly worse than usual,,Yes,"Always, I am Ohana@Home",1,,2,60dbe6a4622fcabfe1aaa13c488816e6,,18,My current ability to balance the demands of my work and home/personal life is,number,AMER,2,slightly worse than usual,2 = slightly worse than usual
