Airline,Dest Latitude,Dest Longitude,Destination airport,Origin Latitude,Origin Longitude,Origin airport
AA,38.495,-92.131,DFW,32.5347,-97.215,COU
AA,38.517,-77.215,DFW,32.5347,-97.215,DCA
AA,38.564,-77.272,DFW,32.5347,-97.215,IAD
AA,39.1031,-76.406,DFW,32.5347,-97.215,BWI
AA,39.1751,-94.425,DFW,32.5347,-97.215,MCI
AA,39.246,-84.3943,DFW,32.5347,-97.215,CVG
AA,39.2954,-119.465,DFW,32.5347,-97.215,RNO
AA,39.432,-86.1739,DFW,32.5347,-97.215,IND
AA,39.513,-104.401,DFW,32.5347,-97.215,DEN
AA,39.5219,-75.1428,DFW,32.5347,-97.215,PHL
AA,39.548,-84.139,DFW,32.5347,-97.215,DAY
AA,39.5952,-82.533,DFW,32.5347,-97.215,CMH
AA,40.2929,-80.1358,DFW,32.5347,-97.215,PIT
AA,40.3823,-73.4644,DFW,32.5347,-97.215,JFK
AA,40.4132,-74.107,DFW,32.5347,-97.215,EWR
AA,40.4638,-73.5221,DFW,32.5347,-97.215,LGA
AA,40.4718,-111.5839,DFW,32.5347,-97.215,SLC
AA,41.189,-95.5337,DFW,32.5347,-97.215,OMA
AA,41.2442,-81.5059,DFW,32.5347,-97.215,CLE
AA,41.322,-93.3945,DFW,32.5347,-97.215,DSM
AA,41.562,-72.4059,DFW,32.5347,-97.215,BDL
AA,41.5846,-87.5416,DFW,32.5347,-97.215,ORD
AA,42.1244,-83.2112,DFW,32.5347,-97.215,DTW
AA,42.2151,-71.018,DFW,32.5347,-97.215,BOS
AA,42.5251,-85.3122,DFW,32.5347,-97.215,GRR
AA,42.565,-87.5347,DFW,32.5347,-97.215,MKE
AA,43.823,-89.2015,DFW,32.5347,-97.215,MSN
AA,44.5249,-93.13,DFW,32.5347,-97.215,MSP
AA,45.3519,-122.3551,DFW,32.5347,-97.215,PDX
AA,47.2656,-122.1833,DFW,32.5347,-97.215,SEA
AA,25.4735,-80.1726,CHS,32.5355,-80.225,MIA
AA,32.5347,-97.215,CHS,32.5355,-80.225,DFW
AA,35.125,-80.5635,CHS,32.5355,-80.225,CLT
AA,38.517,-77.215,CHS,32.5355,-80.225,DCA
AA,39.5219,-75.1428,CHS,32.5355,-80.225,PHL
AA,32.5347,-97.215,TUS,32.658,-110.5629,DFW
AA,33.263,-112.029,TUS,32.658,-110.5629,PHX
AA,33.5633,-118.2429,TUS,32.658,-110.5629,LAX
AA,41.5846,-87.5416,TUS,32.658,-110.5629,ORD
AA,32.5347,-97.215,SAV,32.739,-81.127,DFW
AA,35.125,-80.5635,SAV,32.739,-81.127,CLT
AA,38.517,-77.215,SAV,32.739,-81.127,DCA
AA,39.5219,-75.1428,SAV,32.739,-81.127,PHL
AA,32.5347,-97.215,ROW,33.185,-104.315,DFW
AA,35.125,-80.5635,AGS,33.2211,-81.5752,CLT
AA,38.517,-77.215,AGS,33.2211,-81.5752,DCA
AA,25.4735,-80.1726,PHX,33.263,-112.029,MIA
AA,26.421,-80.99,PHX,33.263,-112.029,FLL
AA,27.5831,-82.3159,PHX,33.263,-112.029,TPA
AA,28.2544,-81.1857,PHX,33.263,-112.029,MCO
AA,29.321,-98.2811,PHX,33.263,-112.029,SAT
AA,29.5849,-95.2023,PHX,33.263,-112.029,IAH
AA,30.114,-97.4011,PHX,33.263,-112.029,AUS
AA,31.4824,-106.224,PHX,33.263,-112.029,ELP
AA,32.3923,-114.3621,PHX,33.263,-112.029,YUM
AA,32.44,-117.1122,PHX,33.263,-112.029,SAN
AA,32.5347,-97.215,PHX,33.263,-112.029,DFW
AA,32.658,-110.5629,PHX,33.263,-112.029,TUS
AA,33.3825,-84.2537,PHX,33.263,-112.029,ATL
AA,33.4032,-117.525,PHX,33.263,-112.029,SNA
AA,33.493,-118.95,PHX,33.263,-112.029,LGB
AA,33.4946,-116.3024,PHX,33.263,-112.029,PSP
AA,33.5633,-118.2429,PHX,33.263,-112.029,LAX
AA,34.122,-118.2131,PHX,33.263,-112.029,BUR
AA,34.321,-117.364,PHX,33.263,-112.029,ONT
AA,35.125,-80.5635,PHX,33.263,-112.029,CLT
AA,35.26,-119.324,PHX,33.263,-112.029,BFL
AA,36.449,-115.98,PHX,33.263,-112.029,LAS
AA,36.4634,-119.435,PHX,33.263,-112.029,FAT
AA,37.2142,-121.5544,PHX,33.263,-112.029,SJC
AA,37.378,-122.2229,PHX,33.263,-112.029,SFO
AA,37.4316,-122.1314,PHX,33.263,-112.029,OAK
AA,37.95,-107.4513,PHX,33.263,-112.029,DRO
AA,38.4143,-121.3526,PHX,33.263,-112.029,SMF
AA,38.4451,-90.2135,PHX,33.263,-112.029,STL
AA,38.517,-77.215,PHX,33.263,-112.029,DCA
AA,39.1031,-76.406,PHX,33.263,-112.029,BWI
AA,39.1751,-94.425,PHX,33.263,-112.029,MCI
AA,39.2954,-119.465,PHX,33.263,-112.029,RNO
AA,39.432,-86.1739,PHX,33.263,-112.029,IND
AA,39.513,-104.401,PHX,33.263,-112.029,DEN
AA,39.5219,-75.1428,PHX,33.263,-112.029,PHL
AA,39.5952,-82.533,PHX,33.263,-112.029,CMH
AA,40.2929,-80.1358,PHX,33.263,-112.029,PIT
AA,40.3823,-73.4644,PHX,33.263,-112.029,JFK
AA,40.4132,-74.107,PHX,33.263,-112.029,EWR
AA,40.4718,-111.5839,PHX,33.263,-112.029,SLC
AA,41.189,-95.5337,PHX,33.263,-112.029,OMA
AA,41.322,-93.3945,PHX,33.263,-112.029,DSM
AA,41.5846,-87.5416,PHX,33.263,-112.029,ORD
AA,42.1244,-83.2112,PHX,33.263,-112.029,DTW
AA,42.2151,-71.018,PHX,33.263,-112.029,BOS
AA,42.565,-87.5347,PHX,33.263,-112.029,MKE
AA,43.3351,-116.1322,PHX,33.263,-112.029,BOI
AA,44.5249,-93.13,PHX,33.263,-112.029,MSP
AA,45.3519,-122.3551,PHX,33.263,-112.029,PDX
AA,47.2656,-122.1833,PHX,33.263,-112.029,SEA
AA,47.3711,-117.321,PHX,33.263,-112.029,GEG
AA,32.5347,-97.215,TXK,33.2713,-93.5927,DFW
AA,25.4735,-80.1726,BHM,33.3346,-86.4512,MIA
AA,32.5347,-97.215,BHM,33.3346,-86.4512,DFW
AA,35.125,-80.5635,BHM,33.3346,-86.4512,CLT
AA,38.517,-77.215,BHM,33.3346,-86.4512,DCA
AA,39.5219,-75.1428,BHM,33.3346,-86.4512,PHL
AA,25.4735,-80.1726,ATL,33.3825,-84.2537,MIA
AA,32.5347,-97.215,ATL,33.3825,-84.2537,DFW
AA,33.263,-112.029,ATL,33.3825,-84.2537,PHX
AA,35.125,-80.5635,ATL,33.3825,-84.2537,CLT
AA,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
AA,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
AA,32.5347,-97.215,LBB,33.3949,-101.4922,DFW
AA,32.5347,-97.215,SNA,33.4032,-117.525,DFW
AA,33.263,-112.029,SNA,33.4032,-117.525,PHX
AA,41.5846,-87.5416,SNA,33.4032,-117.525,ORD
AA,45.3519,-122.3551,SNA,33.4032,-117.525,PDX
AA,47.2656,-122.1833,SNA,33.4032,-117.525,SEA
AA,35.125,-80.5635,MYR,33.4047,-78.5542,CLT
AA,38.517,-77.215,MYR,33.4047,-78.5542,DCA
AA,39.5219,-75.1428,MYR,33.4047,-78.5542,PHL
AA,33.263,-112.029,LGB,33.493,-118.95,PHX
AA,45.3519,-122.3551,LGB,33.493,-118.95,PDX
AA,47.2656,-122.1833,LGB,33.493,-118.95,SEA
AA,32.5347,-97.215,PSP,33.4946,-116.3024,DFW
AA,33.263,-112.029,PSP,33.4946,-116.3024,PHX
AA,37.378,-122.2229,PSP,33.4946,-116.3024,SFO
AA,41.5846,-87.5416,PSP,33.4946,-116.3024,ORD
AA,32.5347,-97.215,CAE,33.5619,-81.71,DFW
AA,35.125,-80.5635,CAE,33.5619,-81.71,CLT
AA,38.517,-77.215,CAE,33.5619,-81.71,DCA
AA,39.5219,-75.1428,CAE,33.5619,-81.71,PHL
AA,25.4735,-80.1726,LAX,33.5633,-118.2429,MIA
AA,26.4059,-80.544,LAX,33.5633,-118.2429,PBI
AA,28.2544,-81.1857,LAX,33.5633,-118.2429,MCO
AA,29.5849,-95.2023,LAX,33.5633,-118.2429,IAH
AA,30.114,-97.4011,LAX,33.5633,-118.2429,AUS
AA,31.4824,-106.224,LAX,33.5633,-118.2429,ELP
AA,32.44,-117.1122,LAX,33.5633,-118.2429,SAN
AA,32.5347,-97.215,LAX,33.5633,-118.2429,DFW
AA,32.658,-110.5629,LAX,33.5633,-118.2429,TUS
AA,33.263,-112.029,LAX,33.5633,-118.2429,PHX
AA,35.125,-80.5635,LAX,33.5633,-118.2429,CLT
AA,35.2335,-97.362,LAX,33.5633,-118.2429,OKC
AA,35.37,-106.517,LAX,33.5633,-118.2429,SAF
AA,35.5239,-78.4714,LAX,33.5633,-118.2429,RDU
AA,36.449,-115.98,LAX,33.5633,-118.2429,LAS
AA,36.4634,-119.435,LAX,33.5633,-118.2429,FAT
AA,36.728,-86.4041,LAX,33.5633,-118.2429,BNA
AA,37.2142,-121.5544,LAX,33.5633,-118.2429,SJC
AA,37.378,-122.2229,LAX,33.5633,-118.2429,SFO
AA,38.4143,-121.3526,LAX,33.5633,-118.2429,SMF
AA,38.4451,-90.2135,LAX,33.5633,-118.2429,STL
AA,38.517,-77.215,LAX,33.5633,-118.2429,DCA
AA,38.564,-77.272,LAX,33.5633,-118.2429,IAD
AA,39.2954,-119.465,LAX,33.5633,-118.2429,RNO
AA,39.432,-86.1739,LAX,33.5633,-118.2429,IND
AA,39.513,-104.401,LAX,33.5633,-118.2429,DEN
AA,39.5219,-75.1428,LAX,33.5633,-118.2429,PHL
AA,39.5952,-82.533,LAX,33.5633,-118.2429,CMH
AA,40.2929,-80.1358,LAX,33.5633,-118.2429,PIT
AA,40.3823,-73.4644,LAX,33.5633,-118.2429,JFK
AA,40.4718,-111.5839,LAX,33.5633,-118.2429,SLC
AA,41.562,-72.4059,LAX,33.5633,-118.2429,BDL
AA,41.5846,-87.5416,LAX,33.5633,-118.2429,ORD
AA,42.2151,-71.018,LAX,33.5633,-118.2429,BOS
AA,45.3519,-122.3551,LAX,33.5633,-118.2429,PDX
AA,47.2656,-122.1833,LAX,33.5633,-118.2429,SEA
AA,32.5347,-97.215,SPS,33.5919,-98.293,DFW
AA,35.125,-80.5635,FLO,34.117,-79.4326,CLT
AA,33.263,-112.029,BUR,34.122,-118.2131,PHX
AA,45.3519,-122.3551,BUR,34.122,-118.2131,PDX
AA,47.2656,-122.1833,BUR,34.122,-118.2131,SEA
AA,35.125,-80.5635,ILM,34.1614,-77.549,CLT
AA,38.517,-77.215,ILM,34.1614,-77.549,DCA
AA,39.5219,-75.1428,ILM,34.1614,-77.549,PHL
AA,40.4638,-73.5221,ILM,34.1614,-77.549,LGA
AA,32.5347,-97.215,ONT,34.321,-117.364,DFW
AA,33.263,-112.029,ONT,34.321,-117.364,PHX
AA,45.3519,-122.3551,ONT,34.321,-117.364,PDX
AA,47.2656,-122.1833,ONT,34.321,-117.364,SEA
AA,32.5347,-97.215,LIT,34.4346,-92.1327,DFW
AA,35.125,-80.5635,LIT,34.4346,-92.1327,CLT
AA,38.517,-77.215,LIT,34.4346,-92.1327,DCA
AA,40.4638,-73.5221,LIT,34.4346,-92.1327,LGA
AA,41.5846,-87.5416,LIT,34.4346,-92.1327,ORD
AA,25.4735,-80.1726,CLT,35.125,-80.5635,MIA
AA,26.321,-81.4518,CLT,35.125,-80.5635,RSW
AA,26.4059,-80.544,CLT,35.125,-80.5635,PBI
AA,26.421,-80.99,CLT,35.125,-80.5635,FLL
AA,27.5831,-82.3159,CLT,35.125,-80.5635,TPA
AA,28.2544,-81.1857,CLT,35.125,-80.5635,MCO
AA,28.69,-80.3842,CLT,35.125,-80.5635,MLB
AA,29.321,-98.2811,CLT,35.125,-80.5635,SAT
AA,29.4124,-82.1618,CLT,35.125,-80.5635,GNV
AA,29.5849,-95.2023,CLT,35.125,-80.5635,IAH
AA,29.5936,-90.1528,CLT,35.125,-80.5635,MSY
AA,30.114,-97.4011,CLT,35.125,-80.5635,AUS
AA,30.2347,-84.211,CLT,35.125,-80.5635,TLH
AA,30.2823,-87.1114,CLT,35.125,-80.5635,PNS
AA,30.2859,-86.3131,CLT,35.125,-80.5635,VPS
AA,30.2938,-81.4116,CLT,35.125,-80.5635,JAX
AA,30.3159,-91.858,CLT,35.125,-80.5635,BTR
AA,30.4129,-88.1434,CLT,35.125,-80.5635,MOB
AA,32.184,-90.433,CLT,35.125,-80.5635,JAN
AA,32.44,-117.1122,CLT,35.125,-80.5635,SAN
AA,32.5347,-97.215,CLT,35.125,-80.5635,DFW
AA,32.5355,-80.225,CLT,35.125,-80.5635,CHS
AA,32.739,-81.127,CLT,35.125,-80.5635,SAV
AA,33.2211,-81.5752,CLT,35.125,-80.5635,AGS
AA,33.263,-112.029,CLT,35.125,-80.5635,PHX
AA,33.3346,-86.4512,CLT,35.125,-80.5635,BHM
AA,33.3825,-84.2537,CLT,35.125,-80.5635,ATL
AA,33.4047,-78.5542,CLT,35.125,-80.5635,MYR
AA,33.5619,-81.71,CLT,35.125,-80.5635,CAE
AA,33.5633,-118.2429,CLT,35.125,-80.5635,LAX
AA,34.117,-79.4326,CLT,35.125,-80.5635,FLO
AA,34.1614,-77.549,CLT,35.125,-80.5635,ILM
AA,34.4346,-92.1327,CLT,35.125,-80.5635,LIT
AA,35.232,-89.5836,CLT,35.125,-80.5635,MEM
AA,35.27,-85.1213,CLT,35.125,-80.5635,CHA
AA,35.422,-77.234,CLT,35.125,-80.5635,EWN
AA,35.4844,-83.5934,CLT,35.125,-80.5635,TYS
AA,35.5239,-78.4714,CLT,35.125,-80.5635,RDU
AA,36.449,-115.98,CLT,35.125,-80.5635,LAS
AA,36.534,-76.124,CLT,35.125,-80.5635,ORF
AA,36.728,-86.4041,CLT,35.125,-80.5635,BNA
AA,37.3018,-77.191,CLT,35.125,-80.5635,RIC
AA,37.378,-122.2229,CLT,35.125,-80.5635,SFO
AA,37.754,-76.2934,CLT,35.125,-80.5635,PHF
AA,38.2025,-75.3037,CLT,35.125,-80.5635,SBY
AA,38.4143,-121.3526,CLT,35.125,-80.5635,SMF
AA,38.4451,-90.2135,CLT,35.125,-80.5635,STL
AA,38.517,-77.215,CLT,35.125,-80.5635,DCA
AA,38.564,-77.272,CLT,35.125,-80.5635,IAD
AA,39.1031,-76.406,CLT,35.125,-80.5635,BWI
AA,39.1751,-94.425,CLT,35.125,-80.5635,MCI
AA,39.246,-84.3943,CLT,35.125,-80.5635,CVG
AA,39.432,-86.1739,CLT,35.125,-80.5635,IND
AA,39.513,-104.401,CLT,35.125,-80.5635,DEN
AA,39.5219,-75.1428,CLT,35.125,-80.5635,PHL
AA,39.548,-84.139,CLT,35.125,-80.5635,DAY
AA,39.5952,-82.533,CLT,35.125,-80.5635,CMH
AA,40.1136,-76.4548,CLT,35.125,-80.5635,MDT
AA,40.2929,-80.1358,CLT,35.125,-80.5635,PIT
AA,40.3823,-73.4644,CLT,35.125,-80.5635,JFK
AA,40.4132,-74.107,CLT,35.125,-80.5635,EWR
AA,40.4638,-73.5221,CLT,35.125,-80.5635,LGA
AA,40.4718,-111.5839,CLT,35.125,-80.5635,SLC
AA,41.189,-95.5337,CLT,35.125,-80.5635,OMA
AA,41.2442,-81.5059,CLT,35.125,-80.5635,CLE
AA,41.322,-93.3945,CLT,35.125,-80.5635,DSM
AA,41.41,-73.4227,CLT,35.125,-80.5635,HPN
AA,41.4326,-71.2541,CLT,35.125,-80.5635,PVD
AA,41.562,-72.4059,CLT,35.125,-80.5635,BDL
AA,41.5846,-87.5416,CLT,35.125,-80.5635,ORD
AA,42.1244,-83.2112,CLT,35.125,-80.5635,DTW
AA,42.2151,-71.018,CLT,35.125,-80.5635,BOS
AA,42.4453,-73.481,CLT,35.125,-80.5635,ALB
AA,42.5625,-78.4355,CLT,35.125,-80.5635,BUF
AA,42.565,-87.5347,CLT,35.125,-80.5635,MKE
AA,43.64,-76.622,CLT,35.125,-80.5635,SYR
AA,43.77,-77.402,CLT,35.125,-80.5635,ROC
AA,44.5249,-93.13,CLT,35.125,-80.5635,MSP
AA,45.3519,-122.3551,CLT,35.125,-80.5635,PDX
AA,47.2656,-122.1833,CLT,35.125,-80.5635,SEA
AA,32.5347,-97.215,AMA,35.139,-101.4221,DFW
AA,32.5347,-97.215,FSM,35.2011,-94.222,DFW
AA,25.4735,-80.1726,MEM,35.232,-89.5836,MIA
AA,32.5347,-97.215,MEM,35.232,-89.5836,DFW
AA,35.125,-80.5635,MEM,35.232,-89.5836,CLT
AA,38.517,-77.215,MEM,35.232,-89.5836,DCA
AA,41.5846,-87.5416,MEM,35.232,-89.5836,ORD
AA,32.5347,-97.215,OKC,35.2335,-97.362,DFW
AA,33.5633,-118.2429,OKC,35.2335,-97.362,LAX
AA,41.5846,-87.5416,OKC,35.2335,-97.362,ORD
AA,33.263,-112.029,BFL,35.26,-119.324,PHX
AA,32.5347,-97.215,CHA,35.27,-85.1213,DFW
AA,35.125,-80.5635,CHA,35.27,-85.1213,CLT
AA,38.517,-77.215,CHA,35.27,-85.1213,DCA
AA,41.5846,-87.5416,CHA,35.27,-85.1213,ORD
AA,32.5347,-97.215,SAF,35.37,-106.517,DFW
AA,33.5633,-118.2429,SAF,35.37,-106.517,LAX
AA,35.125,-80.5635,EWN,35.422,-77.234,CLT
AA,32.5347,-97.215,TYS,35.4844,-83.5934,DFW
AA,35.125,-80.5635,TYS,35.4844,-83.5934,CLT
AA,38.517,-77.215,TYS,35.4844,-83.5934,DCA
AA,39.5219,-75.1428,TYS,35.4844,-83.5934,PHL
AA,40.4638,-73.5221,TYS,35.4844,-83.5934,LGA
AA,41.5846,-87.5416,TYS,35.4844,-83.5934,ORD
AA,25.4735,-80.1726,RDU,35.5239,-78.4714,MIA
AA,32.5347,-97.215,RDU,35.5239,-78.4714,DFW
AA,33.5633,-118.2429,RDU,35.5239,-78.4714,LAX
AA,35.125,-80.5635,RDU,35.5239,-78.4714,CLT
AA,38.517,-77.215,RDU,35.5239,-78.4714,DCA
AA,39.5219,-75.1428,RDU,35.5239,-78.4714,PHL
AA,40.2929,-80.1358,RDU,35.5239,-78.4714,PIT
AA,40.3823,-73.4644,RDU,35.5239,-78.4714,JFK
AA,40.4638,-73.5221,RDU,35.5239,-78.4714,LGA
AA,41.5846,-87.5416,RDU,35.5239,-78.4714,ORD
AA,25.4735,-80.1726,TUL,36.1154,-95.5317,MIA
AA,32.5347,-97.215,TUL,36.1154,-95.5317,DFW
AA,41.5846,-87.5416,TUL,36.1154,-95.5317,ORD
AA,25.4735,-80.1726,LAS,36.449,-115.98,MIA
AA,32.5347,-97.215,LAS,36.449,-115.98,DFW
AA,33.263,-112.029,LAS,36.449,-115.98,PHX
AA,33.5633,-118.2429,LAS,36.449,-115.98,LAX
AA,35.125,-80.5635,LAS,36.449,-115.98,CLT
AA,38.517,-77.215,LAS,36.449,-115.98,DCA
AA,39.5219,-75.1428,LAS,36.449,-115.98,PHL
AA,40.3823,-73.4644,LAS,36.449,-115.98,JFK
AA,41.5846,-87.5416,LAS,36.449,-115.98,ORD
AA,32.5347,-97.215,FAT,36.4634,-119.435,DFW
AA,33.263,-112.029,FAT,36.4634,-119.435,PHX
AA,33.5633,-118.2429,FAT,36.4634,-119.435,LAX
AA,25.4735,-80.1726,ORF,36.534,-76.124,MIA
AA,32.5347,-97.215,ORF,36.534,-76.124,DFW
AA,35.125,-80.5635,ORF,36.534,-76.124,CLT
AA,38.517,-77.215,ORF,36.534,-76.124,DCA
AA,39.5219,-75.1428,ORF,36.534,-76.124,PHL
AA,40.3823,-73.4644,ORF,36.534,-76.124,JFK
AA,40.4638,-73.5221,ORF,36.534,-76.124,LGA
AA,25.4735,-80.1726,BNA,36.728,-86.4041,MIA
AA,32.5347,-97.215,BNA,36.728,-86.4041,DFW
AA,33.5633,-118.2429,BNA,36.728,-86.4041,LAX
AA,35.125,-80.5635,BNA,36.728,-86.4041,CLT
AA,38.517,-77.215,BNA,36.728,-86.4041,DCA
AA,39.5219,-75.1428,BNA,36.728,-86.4041,PHL
AA,40.3823,-73.4644,BNA,36.728,-86.4041,JFK
AA,40.4638,-73.5221,BNA,36.728,-86.4041,LGA
AA,41.5846,-87.5416,BNA,36.728,-86.4041,ORD
AA,32.5347,-97.215,SJC,37.2142,-121.5544,DFW
AA,33.263,-112.029,SJC,37.2142,-121.5544,PHX
AA,33.5633,-118.2429,SJC,37.2142,-121.5544,LAX
AA,41.5846,-87.5416,SJC,37.2142,-121.5544,ORD
AA,45.3519,-122.3551,SJC,37.2142,-121.5544,PDX
AA,47.2656,-122.1833,SJC,37.2142,-121.5544,SEA
AA,25.4735,-80.1726,RIC,37.3018,-77.191,MIA
AA,32.5347,-97.215,RIC,37.3018,-77.191,DFW
AA,35.125,-80.5635,RIC,37.3018,-77.191,CLT
AA,39.5219,-75.1428,RIC,37.3018,-77.191,PHL
AA,40.4638,-73.5221,RIC,37.3018,-77.191,LGA
AA,41.5846,-87.5416,RIC,37.3018,-77.191,ORD
AA,42.2151,-71.018,RIC,37.3018,-77.191,BOS
AA,25.4735,-80.1726,SFO,37.378,-122.2229,MIA
AA,32.5347,-97.215,SFO,37.378,-122.2229,DFW
AA,33.263,-112.029,SFO,37.378,-122.2229,PHX
AA,33.4946,-116.3024,SFO,37.378,-122.2229,PSP
AA,33.5633,-118.2429,SFO,37.378,-122.2229,LAX
AA,35.125,-80.5635,SFO,37.378,-122.2229,CLT
AA,39.5219,-75.1428,SFO,37.378,-122.2229,PHL
AA,40.3823,-73.4644,SFO,37.378,-122.2229,JFK
AA,41.5846,-87.5416,SFO,37.378,-122.2229,ORD
AA,45.3519,-122.3551,SFO,37.378,-122.2229,PDX
AA,47.2656,-122.1833,SFO,37.378,-122.2229,SEA
AA,32.5347,-97.215,ICT,37.3859,-97.2559,DFW
AA,41.5846,-87.5416,ICT,37.3859,-97.2559,ORD
AA,33.263,-112.029,OAK,37.4316,-122.1314,PHX
AA,45.3519,-122.3551,OAK,37.4316,-122.1314,PDX
AA,47.2656,-122.1833,OAK,37.4316,-122.1314,SEA
AA,32.5347,-97.215,GCK,37.5539,-100.4327,DFW
AA,35.125,-80.5635,PHF,37.754,-76.2934,CLT
AA,39.5219,-75.1428,PHF,37.754,-76.2934,PHL
AA,32.5347,-97.215,DRO,37.95,-107.4513,DFW
AA,33.263,-112.029,DRO,37.95,-107.4513,PHX
AA,35.125,-80.5635,SBY,38.2025,-75.3037,CLT
AA,39.5219,-75.1428,SBY,38.2025,-75.3037,PHL
AA,32.5347,-97.215,SMF,38.4143,-121.3526,DFW
AA,33.263,-112.029,SMF,38.4143,-121.3526,PHX
AA,33.5633,-118.2429,SMF,38.4143,-121.3526,LAX
AA,35.125,-80.5635,SMF,38.4143,-121.3526,CLT
AA,47.2656,-122.1833,SMF,38.4143,-121.3526,SEA
AA,25.4735,-80.1726,STL,38.4451,-90.2135,MIA
AA,32.5347,-97.215,STL,38.4451,-90.2135,DFW
AA,33.263,-112.029,STL,38.4451,-90.2135,PHX
AA,33.5633,-118.2429,STL,38.4451,-90.2135,LAX
AA,35.125,-80.5635,STL,38.4451,-90.2135,CLT
AA,38.517,-77.215,STL,38.4451,-90.2135,DCA
AA,39.5219,-75.1428,STL,38.4451,-90.2135,PHL
AA,40.2929,-80.1358,STL,38.4451,-90.2135,PIT
AA,40.4638,-73.5221,STL,38.4451,-90.2135,LGA
AA,41.5846,-87.5416,STL,38.4451,-90.2135,ORD
AA,47.2656,-122.1833,STL,38.4451,-90.2135,SEA
AA,32.5347,-97.215,COS,38.482,-104.42,DFW
AA,32.5347,-97.215,COU,38.495,-92.131,DFW
AA,41.5846,-87.5416,COU,38.495,-92.131,ORD
AA,25.4735,-80.1726,DCA,38.517,-77.215,MIA
AA,26.321,-81.4518,DCA,38.517,-77.215,RSW
AA,26.4059,-80.544,DCA,38.517,-77.215,PBI
AA,26.421,-80.99,DCA,38.517,-77.215,FLL
AA,27.5831,-82.3159,DCA,38.517,-77.215,TPA
AA,28.2544,-81.1857,DCA,38.517,-77.215,MCO
AA,29.5936,-90.1528,DCA,38.517,-77.215,MSY
AA,30.2347,-84.211,DCA,38.517,-77.215,TLH
AA,30.2823,-87.1114,DCA,38.517,-77.215,PNS
AA,30.2859,-86.3131,DCA,38.517,-77.215,VPS
AA,30.2938,-81.4116,DCA,38.517,-77.215,JAX
AA,32.184,-90.433,DCA,38.517,-77.215,JAN
AA,32.44,-117.1122,DCA,38.517,-77.215,SAN
AA,32.5347,-97.215,DCA,38.517,-77.215,DFW
AA,32.5355,-80.225,DCA,38.517,-77.215,CHS
AA,32.739,-81.127,DCA,38.517,-77.215,SAV
AA,33.2211,-81.5752,DCA,38.517,-77.215,AGS
AA,33.263,-112.029,DCA,38.517,-77.215,PHX
AA,33.3346,-86.4512,DCA,38.517,-77.215,BHM
AA,33.4047,-78.5542,DCA,38.517,-77.215,MYR
AA,33.5619,-81.71,DCA,38.517,-77.215,CAE
AA,33.5633,-118.2429,DCA,38.517,-77.215,LAX
AA,34.1614,-77.549,DCA,38.517,-77.215,ILM
AA,34.4346,-92.1327,DCA,38.517,-77.215,LIT
AA,35.125,-80.5635,DCA,38.517,-77.215,CLT
AA,35.232,-89.5836,DCA,38.517,-77.215,MEM
AA,35.27,-85.1213,DCA,38.517,-77.215,CHA
AA,35.4844,-83.5934,DCA,38.517,-77.215,TYS
AA,35.5239,-78.4714,DCA,38.517,-77.215,RDU
AA,36.449,-115.98,DCA,38.517,-77.215,LAS
AA,36.534,-76.124,DCA,38.517,-77.215,ORF
AA,36.728,-86.4041,DCA,38.517,-77.215,BNA
AA,38.4451,-90.2135,DCA,38.517,-77.215,STL
AA,39.1751,-94.425,DCA,38.517,-77.215,MCI
AA,39.246,-84.3943,DCA,38.517,-77.215,CVG
AA,39.432,-86.1739,DCA,38.517,-77.215,IND
AA,39.5219,-75.1428,DCA,38.517,-77.215,PHL
AA,39.548,-84.139,DCA,38.517,-77.215,DAY
AA,39.5952,-82.533,DCA,38.517,-77.215,CMH
AA,40.2929,-80.1358,DCA,38.517,-77.215,PIT
AA,40.3823,-73.4644,DCA,38.517,-77.215,JFK
AA,40.4638,-73.5221,DCA,38.517,-77.215,LGA
AA,40.4742,-73.6,DCA,38.517,-77.215,ISP
AA,41.189,-95.5337,DCA,38.517,-77.215,OMA
AA,41.322,-93.3945,DCA,38.517,-77.215,DSM
AA,41.41,-73.4227,DCA,38.517,-77.215,HPN
AA,41.4326,-71.2541,DCA,38.517,-77.215,PVD
AA,41.562,-72.4059,DCA,38.517,-77.215,BDL
AA,41.5846,-87.5416,DCA,38.517,-77.215,ORD
AA,42.1244,-83.2112,DCA,38.517,-77.215,DTW
AA,42.2151,-71.018,DCA,38.517,-77.215,BOS
AA,42.4453,-73.481,DCA,38.517,-77.215,ALB
AA,42.5625,-78.4355,DCA,38.517,-77.215,BUF
AA,43.64,-76.622,DCA,38.517,-77.215,SYR
AA,43.77,-77.402,DCA,38.517,-77.215,ROC
AA,44.2818,-73.911,DCA,38.517,-77.215,BTV
AA,44.4826,-68.4941,DCA,38.517,-77.215,BGR
AA,44.5249,-93.13,DCA,38.517,-77.215,MSP
AA,45.3519,-122.3551,DCA,38.517,-77.215,PDX
AA,25.4735,-80.1726,IAD,38.564,-77.272,MIA
AA,32.5347,-97.215,IAD,38.564,-77.272,DFW
AA,33.5633,-118.2429,IAD,38.564,-77.272,LAX
AA,35.125,-80.5635,IAD,38.564,-77.272,CLT
