years since ipo,Company Name (Full),Company Name,Growth Group,Net Income (2008),Number of Records,Revenue (2008),Revenue (Inflation Adjusted),Segment,Ticker,Year Founded,Year
1,Check Point Software Technologies Ltd.,Checkpoint,Rocket Ship,323.97,1,808.49,1.1354,Security,CHKP,1993,1994
2,Check Point Software Technologies Ltd.,Checkpoint,Rocket Ship,323.97,1,808.49,13.3,Security,CHKP,1993,1995
3,Check Point Software Technologies Ltd.,Checkpoint,Rocket Ship,323.97,1,808.49,47.056,Security,CHKP,1993,1996
4,Check Point Software Technologies Ltd.,Checkpoint,Rocket Ship,323.97,1,808.49,115.642,Security,CHKP,1993,1997
0,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,0.0998,Security,MFE,1989,1989
1,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,2.608,Security,MFE,1989,1990
2,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,10.764,Security,MFE,1989,1991
3,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,31.616,Security,MFE,1989,1992
4,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,45.57,Security,MFE,1989,1993
5,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,74.36,Security,MFE,1989,1994
6,"McAfee, Inc.",McAfee,Rocket Ship,172.21,1,1600.06,126,Security,MFE,1989,1995
0,Cognizant Technology Solutions Corp.,Cognizant,Rocket Ship,430.84,1,2816.3,2.4124,Services,CTSH,1994,1994
1,Cognizant Technology Solutions Corp.,Cognizant,Rocket Ship,430.84,1,2816.3,10.045,Services,CTSH,1994,1995
2,Cognizant Technology Solutions Corp.,Cognizant,Rocket Ship,430.84,1,2816.3,16.3635,Services,CTSH,1994,1996
3,Cognizant Technology Solutions Corp.,Cognizant,Rocket Ship,430.84,1,2816.3,33.157,Services,CTSH,1994,1997
4,Cognizant Technology Solutions Corp.,Cognizant,Rocket Ship,430.84,1,2816.3,77.352,Services,CTSH,1994,1998
0,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,8.094,Systems Management,NOVL,1983,1983
1,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,22.14,Systems Management,NOVL,1983,1984
2,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,66,Systems Management,NOVL,1983,1985
3,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,,Systems Management,NOVL,1983,1986
4,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,414.766,Systems Management,NOVL,1983,1987
5,"Novell, Inc.",Novell,Rocket Ship,-12.34,1,956.51,624.6,Systems Management,NOVL,1983,1988
0,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,0,Vertical Application,BBBB,1997,1997
0,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,0,Vertical Application,MDAS,1999,1999
1,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,1.254,Vertical Application,BBBB,1997,1998
1,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,,Vertical Application,MDAS,1999,2000
2,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,2.432,Vertical Application,BBBB,1997,1999
2,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,,Vertical Application,MDAS,1999,2001
3,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,14.88,Vertical Application,BBBB,1997,2000
3,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,43.554,Vertical Application,MDAS,1999,2002
4,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,56.974,Vertical Application,BBBB,1997,2001
4,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,62.602,Vertical Application,MDAS,1999,2003
5,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,83.181,Vertical Application,BBBB,1997,2002
5,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,85.202,Vertical Application,MDAS,1999,2004
6,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,104.525,Vertical Application,BBBB,1997,2003
6,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,107.474,Vertical Application,MDAS,1999,2005
7,Blackboard Inc.,Blackboard,Rocket Ship,2.82,1,312.13,125.882,Vertical Application,BBBB,1997,2004
7,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,156.434,Vertical Application,MDAS,1999,2006
8,"MedAssets, Inc.",MedAssets,Rocket Ship,-9.8,1,188.52,196.04,Vertical Application,MDAS,1999,2007
0,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,0,Business Intelligence,SPSS,1975,1975
1,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1976
2,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1977
3,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1978
4,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1979
5,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1980
6,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1981
7,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1982
8,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1983
9,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1984
10,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1985
11,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1986
12,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,,Business Intelligence,SPSS,1975,1987
13,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,51.84,Business Intelligence,SPSS,1975,1988
14,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,51.772,Business Intelligence,SPSS,1975,1989
15,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,54.931,Business Intelligence,SPSS,1975,1990
16,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,53.82,Business Intelligence,SPSS,1975,1991
17,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,57.456,Business Intelligence,SPSS,1975,1992
18,SPSS Inc.,SPSS,Slow Burner,36.05,1,302.91,76.587,Business Intelligence,SPSS,1975,1993
0,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,0,Business Intelligence,PEGA,1983,1983
1,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1984
2,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1985
3,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1986
4,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1987
5,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1988
6,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1989
7,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,,Business Intelligence,PEGA,1983,1990
8,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,12.143,Business Intelligence,PEGA,1983,1991
9,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,13.6238,Business Intelligence,PEGA,1983,1992
10,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,15.0116,Business Intelligence,PEGA,1983,1993
11,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,23.2561,Business Intelligence,PEGA,1983,1994
12,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,31.1458,Business Intelligence,PEGA,1983,1995
13,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,45.56,Business Intelligence,PEGA,1983,1996
14,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,59.362,Business Intelligence,PEGA,1983,1997
15,Pegasystems Inc.,Pegasystems,Slow Burner,6.6,1,161.95,81.444,Business Intelligence,PEGA,1983,1998
0,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,0,CAD / EDA,MSCS,1963,1963
1,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1964
2,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1965
3,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1966
4,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1967
5,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1968
6,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1969
7,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1970
8,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1971
9,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1972
10,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1973
11,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1974
12,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1975
13,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1976
14,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1977
15,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1978
16,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,8.204,CAD / EDA,MSCS,1963,1979
17,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,10.578,CAD / EDA,MSCS,1963,1980
18,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,12.87,CAD / EDA,MSCS,1963,1981
19,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,15.62,CAD / EDA,MSCS,1963,1982
20,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,19.596,CAD / EDA,MSCS,1963,1983
21,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1984
22,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,39.402,CAD / EDA,MSCS,1963,1985
23,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,,CAD / EDA,MSCS,1963,1986
24,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,50.49,CAD / EDA,MSCS,1963,1987
25,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,62.1,CAD / EDA,MSCS,1963,1988
26,MSC Software Corp.,MSC Software,Slow Burner,-2.6,1,246.65,68.456,CAD / EDA,MSCS,1963,1989
0,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,0,CAD / EDA,ANSS,1970,1970
1,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1971
2,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1972
3,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1973
4,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1974
5,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1975
6,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1976
7,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1977
8,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1978
9,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1979
10,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1980
11,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1981
12,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1982
13,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1983
14,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1984
15,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1985
16,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1986
17,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1987
18,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1988
19,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1989
20,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,,CAD / EDA,ANSS,1970,1990
21,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,43.524,CAD / EDA,ANSS,1970,1991
22,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,46.2959,CAD / EDA,ANSS,1970,1992
23,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,46.452,CAD / EDA,ANSS,1970,1993
24,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,46.904,CAD / EDA,ANSS,1970,1994
25,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,55.44,CAD / EDA,ANSS,1970,1995
26,"ANSYS, Inc.",ANSYS,Slow Burner,82.39,1,385.34,63.92,CAD / EDA,ANSS,1970,1996
0,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,0,Communications,TSYS,1987,1987
1,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1988
2,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1989
3,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1990
4,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1991
5,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1992
6,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1993
7,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,,Communications,TSYS,1987,1994
8,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,29.26,Communications,TSYS,1987,1995
9,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,39.168,Communications,TSYS,1987,1996
10,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,37.252,Communications,TSYS,1987,1997
11,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,33,Communications,TSYS,1987,1998
12,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,58.624,Communications,TSYS,1987,1999
13,"TeleCommunication Systems, Inc.",TeleCom Systems,Slow Burner,57.57,1,220.14,71.92,Communications,TSYS,1987,2000
0,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,0,Content Management,MVSN,1983,1983
1,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1984
2,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1985
3,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1986
4,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1987
5,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1988
6,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1989
7,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1990
8,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1991
9,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,,Content Management,MVSN,1983,1992
10,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,14.037,Content Management,MVSN,1983,1993
11,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,19.0619,Content Management,MVSN,1983,1994
12,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,19.8646,Content Management,MVSN,1983,1995
13,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,23.2288,Content Management,MVSN,1983,1996
14,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,41.54,Content Management,MVSN,1983,1997
15,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,48.18,Content Management,MVSN,1983,1998
16,Macrovision Solutions Corporation,Macrovision,Slow Burner,20.92,1,330.04,66.56,Content Management,MVSN,1983,1999
0,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,0,ERP,DLTK,1983,1983
1,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1984
2,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1985
3,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1986
4,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1987
5,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1988
6,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1989
7,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,,ERP,DLTK,1983,1990
8,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,21.528,ERP,DLTK,1983,1991
9,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,27.056,ERP,DLTK,1983,1992
10,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,28.518,ERP,DLTK,1983,1993
11,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,30.602,ERP,DLTK,1983,1994
12,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,37.52,ERP,DLTK,1983,1995
13,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,47.328,ERP,DLTK,1983,1996
14,Deltek Inc.,Deltek,Slow Burner,23.52,1,289.36,65.392,ERP,DLTK,1983,1997
0,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,0,Network / Infrastructure/ EAI,OPNT,1986,1986
1,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1987
2,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1988
3,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1989
4,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1990
5,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1991
6,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1992
7,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1993
8,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1994
9,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,,Network / Infrastructure/ EAI,OPNT,1986,1995
10,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,8.145,Network / Infrastructure/ EAI,OPNT,1986,1996
11,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,11.5441,Network / Infrastructure/ EAI,OPNT,1986,1997
12,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,15.7463,Network / Infrastructure/ EAI,OPNT,1986,1998
13,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,15.3638,Network / Infrastructure/ EAI,OPNT,1986,1999
14,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,23.8514,Network / Infrastructure/ EAI,OPNT,1986,2000
15,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,40.138,Network / Infrastructure/ EAI,OPNT,1986,2001
16,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,53.312,Network / Infrastructure/ EAI,OPNT,1986,2002
17,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,52.545,Network / Infrastructure/ EAI,OPNT,1986,2003
18,"OPNET Technologies, Inc.",OPNET,Slow Burner,0.53,1,101.35,63.845,Network / Infrastructure/ EAI,OPNT,1986,2004
0,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,0,Operating Systems,WIND,1983,1983
1,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,,Operating Systems,WIND,1983,1984
2,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,,Operating Systems,WIND,1983,1985
3,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,,Operating Systems,WIND,1983,1986
4,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,,Operating Systems,WIND,1983,1987
5,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,,Operating Systems,WIND,1983,1988
6,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,2.58,Operating Systems,WIND,1983,1989
7,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,6.194,Operating Systems,WIND,1983,1990
8,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,12.48,Operating Systems,WIND,1983,1991
9,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,25.84,Operating Systems,WIND,1983,1992
10,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,36.75,Operating Systems,WIND,1983,1993
11,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,39.039,Operating Systems,WIND,1983,1994
12,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,44.94,Operating Systems,WIND,1983,1995
13,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,59.84,Operating Systems,WIND,1983,1996
14,"Wind River Systems, Inc.",Wind River,Slow Burner,-2.36,1,328.63,85.76,Operating Systems,WIND,1983,1997
0,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,0,Operating Systems,SYNA,1986,1986
1,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1987
2,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1988
3,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1989
4,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1990
5,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1991
6,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1992
7,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1993
8,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1994
9,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1995
10,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,,Operating Systems,SYNA,1986,1996
11,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,39.463,Operating Systems,SYNA,1986,1997
12,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,30.5804,Operating Systems,SYNA,1986,1998
13,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,38.1978,Operating Systems,SYNA,1986,1999
14,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,53.8743,Operating Systems,SYNA,1986,2000
15,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,89.9116,Operating Systems,SYNA,1986,2001
16,"Synaptics, Incorporated",Synaptics,Slow Burner,31.1,1,361.06,119,Operating Systems,SYNA,1986,2002
0,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,0,Security,VDSI,1991,1991
1,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,3.496,Security,VDSI,1991,1992
2,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,3.234,Security,VDSI,1991,1993
3,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,3.861,Security,VDSI,1991,1994
4,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,5.18,Security,VDSI,1991,1995
5,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,13.736,Security,VDSI,1991,1996
6,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,17.6987,Security,VDSI,1991,1997
7,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,21.78,Security,VDSI,1991,1998
8,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,24.8282,Security,VDSI,1991,1999
9,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,34.72,Security,VDSI,1991,2000
10,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,32.574,Security,VDSI,1991,2001
11,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,22.491,Security,VDSI,1991,2002
12,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,25.877,Security,VDSI,1991,2003
13,"VASCO Data Security International, Inc.",VASCO,Slow Burner,24.29,1,132.98,33.787,Security,VDSI,1991,2004
