Country Code,Country Name,Health Expenditure,Life Expectancy,Number of Records,Year
PRT,Portugal,2538.7046,80.721951220,1,2013
PRT,Portugal,2583.8438,80.721951220,1,2014
SVK,Slovak Republic,562.9105,72.704878049,1,1997
SVK,Slovak Republic,583.252,72.551219512,1,1998
SVK,Slovak Republic,585.457,72.902439024,1,1999
SVK,Slovak Republic,592.8044,73.051219512,1,2000
SVK,Slovak Republic,653.456,73.402439024,1,2001
SVK,Slovak Republic,724.7334,73.604878049,1,2002
SVK,Slovak Republic,759.0556,73.604878049,1,2003
SVK,Slovak Republic,971.2235,73.958536585,1,2004
SVK,Slovak Republic,1093.9081,73.904878049,1,2005
SVK,Slovak Republic,1294.5212,74.204878049,1,2006
SVK,Slovak Republic,1545.5981,74.207317073,1,2007
SVK,Slovak Republic,1665.2449,74.704878049,1,2008
SVK,Slovak Republic,1849.6847,74.909756098,1,2009
SVK,Slovak Republic,1917.8972,75.112195122,1,2010
SVK,Slovak Republic,1871.8732,75.958536585,1,2011
SVK,Slovak Republic,1999.5644,76.109756098,1,2012
SVK,Slovak Republic,2073.0478,76.412195122,1,2013
SVK,Slovak Republic,1970.523,76.714634146,1,2014
SVN,Slovenia,970.6971,73.958536585,1,1995
SVN,Slovenia,1055.5687,74.458536585,1,1996
SVN,Slovenia,1149.7902,74.707317073,1,1997
SVN,Slovenia,1224.4156,74.807317073,1,1998
SVN,Slovenia,1303.4448,75.009756098,1,1999
SVN,Slovenia,1451.1511,75.412195122,1,2000
SVN,Slovenia,1581.6287,75.758536585,1,2001
SVN,Slovenia,1609.4541,76.007317073,1,2002
SVN,Slovenia,1692.7708,76.858536585,1,2003
SVN,Slovenia,1798.5475,77.207317073,1,2004
SVN,Slovenia,1902.6718,77.612195122,1,2005
SVN,Slovenia,2018.3504,78.086585366,1,2006
SVN,Slovenia,2074.3104,78.560975610,1,2007
SVN,Slovenia,2323.2728,78.765853659,1,2008
SVN,Slovenia,2355.0227,78.970731707,1,2009
SVN,Slovenia,2363.6692,79.421951220,1,2010
SVN,Slovenia,2435.0835,79.970731707,1,2011
SVN,Slovenia,2486.6141,80.124390244,1,2012
SVN,Slovenia,2548.6819,80.321951220,1,2013
SVN,Slovenia,2598.9066,80.519512195,1,2014
SWE,Sweden,266.0831,74.649268293,1,1970
SWE,Sweden,302.6247,74.623902439,1,1971
SWE,Sweden,327.5264,74.718048780,1,1972
SWE,Sweden,356.8408,74.867317073,1,1973
SWE,Sweden,416.1785,74.980487805,1,1974
SWE,Sweden,485.6318,74.984634146,1,1975
SWE,Sweden,538.2929,74.969268293,1,1976
SWE,Sweden,622.7401,75.379756098,1,1977
SWE,Sweden,680.4523,75.469024390,1,1978
SWE,Sweden,752.2703,75.524146341,1,1979
SWE,Sweden,866.5531,75.740975610,1,1980
SWE,Sweden,963.2356,76.026097561,1,1981
SWE,Sweden,1046.4884,76.327317073,1,1982
SWE,Sweden,1095.6925,76.551707317,1,1983
SWE,Sweden,1152.9266,76.815853659,1,1984
SWE,Sweden,1151.9123,76.667804878,1,1985
SWE,Sweden,1166.1314,76.931219512,1,1986
SWE,Sweden,1245.4541,77.092195122,1,1987
SWE,Sweden,1300.728,76.979268293,1,1988
SWE,Sweden,1389.4044,77.726829268,1,1989
SWE,Sweden,1456.7809,77.536829268,1,1990
SWE,Sweden,1475.3174,77.666829268,1,1991
SWE,Sweden,1541.0065,77.998780488,1,1992
SWE,Sweden,1585.7975,78.060487805,1,1993
SWE,Sweden,1588.781,78.650243902,1,1994
SWE,Sweden,1659.0003,78.740487805,1,1995
SWE,Sweden,1768.8161,78.959024390,1,1996
SWE,Sweden,1793.1756,79.197560976,1,1997
SWE,Sweden,1891.2871,79.339024390,1,1998
SWE,Sweden,2015.6244,79.441463415,1,1999
SWE,Sweden,2177.5321,79.643902439,1,2000
SWE,Sweden,2395.6745,79.795121951,1,2001
SWE,Sweden,2574.7376,79.846341463,1,2002
SWE,Sweden,2713.9253,80.095121951,1,2003
SWE,Sweden,2830.3305,80.497560976,1,2004
SWE,Sweden,2841.8221,80.546341463,1,2005
SWE,Sweden,3066.2039,80.748780488,1,2006
SWE,Sweden,3274.849,80.9,1,2007
SWE,Sweden,3481.5901,81.1,1,2008
SWE,Sweden,3547.1337,81.351219512,1,2009
SWE,Sweden,3543.5822,81.451219512,1,2010
SWE,Sweden,4667.6964,81.802439024,1,2011
SWE,Sweden,4860.2524,81.704878049,1,2012
SWE,Sweden,5003.1323,81.956097561,1,2013
SWE,Sweden,5065.1613,81.956097561,1,2014
TUR,Turkey,45.5623,55.385219512,1,1975
TUR,Turkey,40.9581,56.049756098,1,1976
TUR,Turkey,51.5739,56.718682927,1,1977
TUR,Turkey,61.9462,57.385,1,1978
TUR,Turkey,64.6638,58.044268293,1,1979
TUR,Turkey,69.4238,58.691585366,1,1980
TUR,Turkey,85.3679,59.326121951,1,1981
TUR,Turkey,76.3853,59.946463415,1,1982
TUR,Turkey,83.6714,60.552658537,1,1983
TUR,Turkey,86.4412,61.143195122,1,1984
TUR,Turkey,64.0561,61.714439024,1,1985
TUR,Turkey,84.4765,62.262268293,1,1986
TUR,Turkey,95.7156,62.787512195,1,1987
TUR,Turkey,108.3045,63.294536585,1,1988
TUR,Turkey,120.8851,63.790317073,1,1989
TUR,Turkey,144.1129,64.282341463,1,1990
TUR,Turkey,167.3948,64.783097561,1,1991
TUR,Turkey,175.4861,65.300219512,1,1992
TUR,Turkey,186.8433,65.837902439,1,1993
TUR,Turkey,172.3677,66.398731707,1,1994
TUR,Turkey,172.7806,66.981926829,1,1995
TUR,Turkey,214.7436,67.586219512,1,1996
TUR,Turkey,249.5353,68.199682927,1,1997
TUR,Turkey,294.7179,68.812268293,1,1998
TUR,Turkey,357.0304,69.415390244,1,1999
TUR,Turkey,423.9505,69.999341463,1,2000
TUR,Turkey,433.5375,70.555804878,1,2001
TUR,Turkey,453.351,71.081975610,1,2002
TUR,Turkey,459.0445,71.574195122,1,2003
TUR,Turkey,521.3,72.029878049,1,2004
TUR,Turkey,585.6594,72.448121951,1,2005
TUR,Turkey,697.3519,72.828585366,1,2006
TUR,Turkey,766.8245,73.177073171,1,2007
TUR,Turkey,827.3149,73.500756098,1,2008
TUR,Turkey,841.2871,73.803219512,1,2009
TUR,Turkey,852.6704,74.090926829,1,2010
TUR,Turkey,887.9525,74.367341463,1,2011
TUR,Turkey,911.293,74.636804878,1,2012
TUR,Turkey,969.3608,74.900707317,1,2013
TUR,Turkey,990.1908,75.163512195,1,2014
USA,United States,326.9704,70.807317073,1,1970
USA,United States,357.983,71.107317073,1,1971
USA,United States,397.1014,71.156097561,1,1972
USA,United States,439.3022,71.356097561,1,1973
USA,United States,495.123,71.956097561,1,1974
USA,United States,560.7455,72.604878049,1,1975
USA,United States,638.8557,72.856097561,1,1976
USA,United States,726.2369,73.256097561,1,1977
USA,United States,808.8881,73.356097561,1,1978
USA,United States,908.9625,73.804878049,1,1979
USA,United States,1036.3091,73.609756098,1,1980
USA,United States,1191.5418,74.009756098,1,1981
USA,United States,1329.6731,74.360975610,1,1982
USA,United States,1451.9445,74.463414634,1,1983
USA,United States,1590.6675,74.563414634,1,1984
USA,United States,1735.1606,74.563414634,1,1985
USA,United States,1847.7769,74.614634146,1,1986
USA,United States,1990.545,74.765853659,1,1987
USA,United States,2210.6963,74.765853659,1,1988
USA,United States,2440.0611,75.017073171,1,1989
USA,United States,2700.3541,75.214634146,1,1990
USA,United States,2915.9548,75.365853659,1,1991
USA,United States,3113.8468,75.617073171,1,1992
USA,United States,3299.9756,75.419512195,1,1993
USA,United States,3441.9579,75.619512195,1,1994
USA,United States,3598.3956,75.621951220,1,1995
USA,United States,3747.6148,76.026829268,1,1996
USA,United States,3906.5102,76.429268293,1,1997
USA,United States,4084.8368,76.580487805,1,1998
USA,United States,4291.5721,76.582926829,1,1999
USA,United States,4558.9524,76.636585366,1,2000
USA,United States,4910.6156,76.836585366,1,2001
USA,United States,5327.8052,76.936585366,1,2002
USA,United States,5737.4608,77.036585366,1,2003
USA,United States,6096.5355,77.487804878,1,2004
USA,United States,6445.7053,77.487804878,1,2005
USA,United States,6809.4762,77.687804878,1,2006
USA,United States,7163.1718,77.987804878,1,2007
USA,United States,7414.0435,78.039024390,1,2008
USA,United States,7684.7611,78.390243902,1,2009
USA,United States,7929.372,78.541463415,1,2010
USA,United States,8171.0784,78.641463415,1,2011
USA,United States,8422.99,78.741463415,1,2012
USA,United States,8617.4287,78.841463415,1,2013
USA,United States,9024.2064,78.941463415,1,2014
